dtc_code,description,subsystem,category,severity,severity_score,safe_to_drive,immediate_repair,explanation,driver_action
P1114,Engine Coolant Temperature (ECT) Sensor Circuit Intermittent Low Voltage/IAT - B Circuit Low Input,Cooling,Cooling,High,4,Depends,Yes,The cooling system reported abnormal readings. Ignoring this issue may result in engine overheating.,"Inspect the cooling system immediately. Check coolant level, look for leaks, and avoid driving if the temperature gauge reads high."
P1115,Engine Coolant Temperature (ECT) Sensor Circuit Intermittent High Voltage/IAT - B Circuit High Input,Cooling,Cooling,High,4,Depends,Yes,The cooling system reported abnormal readings. Ignoring this issue may result in engine overheating.,"Inspect the cooling system immediately. Check coolant level, look for leaks, and avoid driving if the temperature gauge reads high."
P1116,Engine Coolant sensor out of range/ECT Sensor Out Of Self Test Range,Cooling,Cooling,High,4,Depends,Yes,The cooling system reported abnormal readings. Ignoring this issue may result in engine overheating.,"Inspect the cooling system immediately. Check coolant level, look for leaks, and avoid driving if the temperature gauge reads high."
P1117,Engine Coolant Sensor intermittent/ECT Sensor Intermittent,Cooling,Cooling,High,4,Depends,Yes,The cooling system reported abnormal readings. Ignoring this issue may result in engine overheating.,"Inspect the cooling system immediately. Check coolant level, look for leaks, and avoid driving if the temperature gauge reads high."
P1118,Manifold Absolute Temperature Circuit Low Input,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Manifold Absolute Temperature Circuit Low Input. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1118). Monitor the vehicle for any worsening symptoms in the meantime.
P1119,Manifold Absolute Temperature Circuit High Input,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Manifold Absolute Temperature Circuit High Input. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1119). Monitor the vehicle for any worsening symptoms in the meantime.
P1120,Throttle position sensor out of range,Air Intake,Engine,Medium,3,Yes,No,"The electronic throttle system is reporting a fault, which can cause poor acceleration, limp mode, or stalling.",Drive cautiously and watch for sudden power loss or limp mode. Have the throttle body and related sensors inspected promptly.
P1121,Throttle Position (TP) Sensor Circuit Intermittent High Voltage,Air Intake,Engine,Medium,3,Yes,No,"The electronic throttle system is reporting a fault, which can cause poor acceleration, limp mode, or stalling.",Drive cautiously and watch for sudden power loss or limp mode. Have the throttle body and related sensors inspected promptly.
P1122,Throttle Position (TP) Sensor Circuit Intermittent Low Voltage,Air Intake,Engine,Medium,3,Yes,No,"The electronic throttle system is reporting a fault, which can cause poor acceleration, limp mode, or stalling.",Drive cautiously and watch for sudden power loss or limp mode. Have the throttle body and related sensors inspected promptly.
P1123,Throttle Position Sensor In Range But Higher Than Expected,Air Intake,Engine,Medium,3,Yes,No,"The electronic throttle system is reporting a fault, which can cause poor acceleration, limp mode, or stalling.",Drive cautiously and watch for sudden power loss or limp mode. Have the throttle body and related sensors inspected promptly.
P1124,Throttle Position Sensor Out Of Self Test Range,Air Intake,Engine,Medium,3,Yes,No,"The electronic throttle system is reporting a fault, which can cause poor acceleration, limp mode, or stalling.",Drive cautiously and watch for sudden power loss or limp mode. Have the throttle body and related sensors inspected promptly.
P1125,Throttle position sensor intermittent,Air Intake,Engine,Medium,3,Yes,No,"The electronic throttle system is reporting a fault, which can cause poor acceleration, limp mode, or stalling.",Drive cautiously and watch for sudden power loss or limp mode. Have the throttle body and related sensors inspected promptly.
P1126,Throttle Position (Narrow Range) Sensor Circuit Malfunction,Air Intake,Engine,Medium,3,Yes,No,"The electronic throttle system is reporting a fault, which can cause poor acceleration, limp mode, or stalling.",Drive cautiously and watch for sudden power loss or limp mode. Have the throttle body and related sensors inspected promptly.
P1127,"Exhaust Not Warm, Downstream O2 Sensor",Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P1128,Upstream Heated O2 Sensors Swapped,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Upstream Heated O2 Sensors Swapped. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1128). Monitor the vehicle for any worsening symptoms in the meantime.
P1129,Downstream Heated O2 Sensors Swapped,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Downstream Heated O2 Sensors Swapped. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1129). Monitor the vehicle for any worsening symptoms in the meantime.
P1130,Lack Of HO2S Switch - Adaptive Fuel At Limit,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P1131,Lack Of HO2S Switch - Sensor Indicates Lean,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P1132,Lack Of HO2S Switch - Sensor Indicates Rich,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P1133,HO2S Insufficient Switching Sensor 1,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P1134,HO2S Transition Time Ratio Sensor 1,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P1135,Pedal Position Sensor A Circuit Intermittent,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pedal Position Sensor A Circuit Intermittent. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1135). Monitor the vehicle for any worsening symptoms in the meantime.
P1136,Fan Control Circuit Malfunction,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Fan Control Circuit Malfunction. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1136). Monitor the vehicle for any worsening symptoms in the meantime.
P1137,Lack Of HO2S Switch - Sensor Indicates Lean,Emission,Emission,Medium,3,Yes,No,"An oxygen sensor is reporting a signal outside its expected range, which can affect fuel trim and emissions.",Continue driving carefully. Have the oxygen sensor circuit inspected soon to restore proper fuel control.
P1138,Lack Of HO2S12 Switch - Sensor Indicates Rich,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Lack Of HO2S12 Switch - Sensor Indicates Rich. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1138). Monitor the vehicle for any worsening symptoms in the meantime.
P1139,Water In Fuel Indicator Circuit Malfunction,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1140,Water In Fuel Condition,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1141,Fuel Restriction Indicator Circuit Malfunction,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1142,Fuel Restriction Condition,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1143,Air Assist Control Valve Range/Performance,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Air Assist Control Valve Range/Performance. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1143). Monitor the vehicle for any worsening symptoms in the meantime.
P1144,Air Assist Control Valve Circuit Malfunction,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Air Assist Control Valve Circuit Malfunction. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1144). Monitor the vehicle for any worsening symptoms in the meantime.
P1150,Lack Of HO2S21 Switch - Adaptive Fuel At Limit,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1151,Lack Of HO2S21 Switch - Sensor Indicates Lean,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Lack Of HO2S21 Switch - Sensor Indicates Lean. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1151). Monitor the vehicle for any worsening symptoms in the meantime.
P1152,Lack Of HO2S21 Switch - Sensor Indicates Rich,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Lack Of HO2S21 Switch - Sensor Indicates Rich. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1152). Monitor the vehicle for any worsening symptoms in the meantime.
P1153,Bank 2 Fuel Control Shifted Lean,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1154,Bank 2 Fuel Control Shifted Rich,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1155,Alternative Fuel Controller,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1156,Fuel Select Switch Malfunction,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1157,Lack Of HO2S22 Switch - Sensor Indicates Lean,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Lack Of HO2S22 Switch - Sensor Indicates Lean. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1157). Monitor the vehicle for any worsening symptoms in the meantime.
P1158,Lack Of HO2S22 Switch - Sensor Indicates Rich,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Lack Of HO2S22 Switch - Sensor Indicates Rich. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1158). Monitor the vehicle for any worsening symptoms in the meantime.
P1159,Fuel Stepper Motor Malfunction,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1167,"Invalid Test,throttle not depressed",Air Intake,Engine,Medium,3,Yes,No,"The electronic throttle system is reporting a fault, which can cause poor acceleration, limp mode, or stalling.",Drive cautiously and watch for sudden power loss or limp mode. Have the throttle body and related sensors inspected promptly.
P1168,Fuel Rail Sensor In-Range Low Failure,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1169,Fuel Rail Sensor In-Range High Failure,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1170,ESO - Engine Shut Off Solenoid Fault,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): ESO - Engine Shut Off Solenoid Fault. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1170). Monitor the vehicle for any worsening symptoms in the meantime.
P1171,Rotor Sensor Fault,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Rotor Sensor Fault. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1171). Monitor the vehicle for any worsening symptoms in the meantime.
P1172,Rotor Control Fault,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Rotor Control Fault. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1172). Monitor the vehicle for any worsening symptoms in the meantime.
P1173,Rotor Calibration Fault,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Rotor Calibration Fault. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1173). Monitor the vehicle for any worsening symptoms in the meantime.
P1174,Cam Sensor Fault,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Cam Sensor Fault. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1174). Monitor the vehicle for any worsening symptoms in the meantime.
P1175,Cam Control Fault,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Cam Control Fault. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1175). Monitor the vehicle for any worsening symptoms in the meantime.
P1176,Cam Calibration Fault,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Cam Calibration Fault. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1176). Monitor the vehicle for any worsening symptoms in the meantime.
P1177,Synchronization Fault,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Synchronization Fault. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1177). Monitor the vehicle for any worsening symptoms in the meantime.
P1178,( open ),Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): ( open ). Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1178). Monitor the vehicle for any worsening symptoms in the meantime.
P1180,Fuel Delivery System Malfunction - Low,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1181,Fuel Delivery System Malfunction - High,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1182,Fuel Shut Off Solenoid Malfunction,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1183,Engine Oil Temperature Circuit Malfunction,Lubrication,Engine,Medium,3,Yes,No,A fault has been detected in the Lubrication subsystem (Engine): Engine Oil Temperature Circuit Malfunction. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1183). Monitor the vehicle for any worsening symptoms in the meantime.
P1184,Engine Oil Temperature Out Of Self Test Range,Lubrication,Engine,Medium,3,Yes,No,A fault has been detected in the Lubrication subsystem (Engine): Engine Oil Temperature Out Of Self Test Range. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1184). Monitor the vehicle for any worsening symptoms in the meantime.
P1185,FTS High - Fuel Pump Temperature Sensor High,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1186,FTS Low - Fuel Pump Temperature Sensor Low,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1187,Variant Selection,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Variant Selection. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1187). Monitor the vehicle for any worsening symptoms in the meantime.
P1188,Calibration Memory Fault,Engine,Engine,Low,2,Yes,No,A fault has been detected in the Engine subsystem (Engine): Calibration Memory Fault. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1188). Monitor the vehicle for any worsening symptoms in the meantime.
P1189,Pump Speed Signal Fault,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pump Speed Signal Fault. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1189). Monitor the vehicle for any worsening symptoms in the meantime.
P1190,Calibration Resistor Out Of Range,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Calibration Resistor Out Of Range. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1190). Monitor the vehicle for any worsening symptoms in the meantime.
P1191,Key Line Voltage,Electrical,Electrical,Medium,3,Yes,No,"The charging system voltage is outside its expected range, which can lead to a dead battery or electrical malfunctions.",Inspect the charging system as soon as possible. A failing alternator can leave you stranded with a dead battery.
P1192,Voltage External,Electrical,Electrical,Medium,3,Yes,No,"The charging system voltage is outside its expected range, which can lead to a dead battery or electrical malfunctions.",Inspect the charging system as soon as possible. A failing alternator can leave you stranded with a dead battery.
P1193,EGR Drive Overcurrent,Emission,Emission,Low,2,Yes,No,"The EGR system is operating outside its expected range, which can increase emissions and affect engine performance.",Schedule an EGR system inspection. This typically does not require immediate roadside action.
P1194,ECU A/D Converter,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): ECU A/D Converter. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1194). Monitor the vehicle for any worsening symptoms in the meantime.
P1195,SCP HBCC Failed To Initialize,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): SCP HBCC Failed To Initialize. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1195). Monitor the vehicle for any worsening symptoms in the meantime.
P1196,Key Off Voltage High,Electrical,Electrical,Medium,3,Yes,No,"The charging system voltage is outside its expected range, which can lead to a dead battery or electrical malfunctions.",Inspect the charging system as soon as possible. A failing alternator can leave you stranded with a dead battery.
P1197,Key Off Voltage Low,Electrical,Electrical,Medium,3,Yes,No,"The charging system voltage is outside its expected range, which can lead to a dead battery or electrical malfunctions.",Inspect the charging system as soon as possible. A failing alternator can leave you stranded with a dead battery.
P1198,Pump Rotor Control Underfueling,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pump Rotor Control Underfueling. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1198). Monitor the vehicle for any worsening symptoms in the meantime.
P1199,Fuel Level Input Circuit Low,Fuel System,Fuel,Medium,3,Yes,No,A fault was detected in the fuel system that may affect engine performance and fuel economy.,"Schedule a fuel system inspection. Monitor for stalling, hesitation, or a strong fuel odor."
P1200,Injector Control Circuit,Fuel System,Fuel,Medium,3,Yes,No,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P1201,Injector Circuit Open / Shorted - Cylinder #1,Fuel System,Fuel,High,4,Depends,Yes,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P1202,Injector Circuit Open / Shorted - Cylinder #2,Fuel System,Fuel,High,4,Depends,Yes,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P1203,Injector Circuit Open / Shorted - Cylinder #3,Fuel System,Fuel,High,4,Depends,Yes,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P1204,Injector Circuit Open / Shorted - Cylinder #4,Fuel System,Fuel,High,4,Depends,Yes,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P1205,Injector Circuit Open / Shorted - Cylinder #5,Fuel System,Fuel,High,4,Depends,Yes,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P1206,Injector Circuit Open / Shorted - Cylinder #6,Fuel System,Fuel,High,4,Depends,Yes,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P1209,Injector Control Pressure System Fault,Fuel System,Fuel,Medium,3,Yes,No,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P1210,Injector Control Pressure Above Expected Level,Fuel System,Fuel,Medium,3,Yes,No,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P1211,Injector Control Pressure Sensor Above / Below Desired,Fuel System,Fuel,Medium,3,Yes,No,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P1212,Injector Control Pressure Not Detected During Crank,Fuel System,Fuel,Medium,3,Yes,No,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P1213,Start Injector Circuit Malfunction,Fuel System,Fuel,Medium,3,Yes,No,"A fuel injector circuit is reporting a fault, which can cause rough running, poor fuel economy, or a misfire.",Have the fuel injector circuit inspected. Avoid prolonged driving if rough running or stalling is noticeable.
P1214,Pedal Position Sensor B Circuit Intermittent,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pedal Position Sensor B Circuit Intermittent. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1214). Monitor the vehicle for any worsening symptoms in the meantime.
P1215,Pedal Position Sensor C Circuit Low Input,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pedal Position Sensor C Circuit Low Input. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1215). Monitor the vehicle for any worsening symptoms in the meantime.
P1216,Pedal Position Sensor C Circuit High Input,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pedal Position Sensor C Circuit High Input. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1216). Monitor the vehicle for any worsening symptoms in the meantime.
P1217,Pedal Position Sensor C Circuit Intermittent,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pedal Position Sensor C Circuit Intermittent. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1217). Monitor the vehicle for any worsening symptoms in the meantime.
P1218,CID High,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): CID High. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1218). Monitor the vehicle for any worsening symptoms in the meantime.
P1219,CID Low,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): CID Low. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1219). Monitor the vehicle for any worsening symptoms in the meantime.
P1220,Series Throttle Control System Malfunction,Air Intake,Engine,Medium,3,Yes,No,"The electronic throttle system is reporting a fault, which can cause poor acceleration, limp mode, or stalling.",Drive cautiously and watch for sudden power loss or limp mode. Have the throttle body and related sensors inspected promptly.
P1221,Traction Control System Malfunction,Braking,Braking,High,4,Depends,Yes,"The anti-lock braking / stability control system has detected a fault, which may disable ABS, traction, or stability assistance.","Drive with extra caution, especially on wet or slippery roads. Have the ABS/traction control system inspected promptly."
P1222,Traction Control Output Circuit Malfunction,Braking,Braking,High,4,Depends,Yes,"The anti-lock braking / stability control system has detected a fault, which may disable ABS, traction, or stability assistance.","Drive with extra caution, especially on wet or slippery roads. Have the ABS/traction control system inspected promptly."
P1223,Pedal Demand Sensor B Circuit High Input,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pedal Demand Sensor B Circuit High Input. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1223). Monitor the vehicle for any worsening symptoms in the meantime.
P1224,Throttle Position Sensor B Out Of Self Test Range,Air Intake,Engine,Medium,3,Yes,No,"The electronic throttle system is reporting a fault, which can cause poor acceleration, limp mode, or stalling.",Drive cautiously and watch for sudden power loss or limp mode. Have the throttle body and related sensors inspected promptly.
P1225,Needle Lift Sensor Malfunction,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Needle Lift Sensor Malfunction. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1225). Monitor the vehicle for any worsening symptoms in the meantime.
P1226,Control Sleeve Sensor Malfunction,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Control Sleeve Sensor Malfunction. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1226). Monitor the vehicle for any worsening symptoms in the meantime.
P1227,Wastegate Failed Closed (Over Pressure),Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Wastegate Failed Closed (Over Pressure). Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1227). Monitor the vehicle for any worsening symptoms in the meantime.
P1228,Wastegate Failed Open (Under Pressure),Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Wastegate Failed Open (Under Pressure). Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1228). Monitor the vehicle for any worsening symptoms in the meantime.
P1229,Intercooler Pump Driver Fault,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Intercooler Pump Driver Fault. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1229). Monitor the vehicle for any worsening symptoms in the meantime.
